,User-ID,Location,Age
1313,141070,"asheville, north carolina, usa",20.0
1314,141109,"lisboa, lisboa, portugal",28.0
1315,141157,"ile perrot, quebec, canada",
1316,141310,"arlington, texas, usa",21.0
1317,141444,"west springfield, massachusetts,",
1318,141491,"westminster, maryland, usa",47.0
1319,141493,"dove canyon, california, usa",44.0
1320,141511,"framingham, massachusetts, usa",30.0
1321,141710,"omaha, nebraska, usa",
1322,141819,"perth, western australia, australia",34.0
1323,141901,"christchurch, canterbury, new zealand",43.0
1324,141902,"newport news, virginia, usa",51.0
1325,141958,"oslo, oslo, norway",41.0
1326,142005,"athens, alabama, usa",46.0
1327,142121,"waipahu, hawaii, usa",33.0
1328,142143,"melbourne, victoria, australia",32.0
1329,142256,"winfield, alberta, canada",52.0
1330,142479,"portland, maine, usa",
1331,142524,"detroit, michigan, usa",36.0
1332,142579,"apex, north carolina, usa",
1333,142623,"big sky, montana, usa",
1334,142745,"kyoto, kyoto, japan",38.0
1335,142772,"new westminster, british columbia, canada",33.0
1336,142973,"toronto, ontario, canada",8.0
1337,143163,"weaverville, california, usa",26.0
1338,143175,"blythewood, south carolina, usa",28.0
1339,143211,"greenbelt, maryland, usa",
1340,143253,"dyersburg, tennessee, usa",27.0
1341,143294,"st. louis, missouri, usa",42.0
1342,143415,"bellingham, washington, usa",50.0
1343,143715,"chicago, illinois, usa",32.0
1344,143792,"nottingham, england, united kingdom",25.0
1345,143837,"san antonio, texas, usa",28.0
1346,143964,"chardon, ohio, usa",26.0
1347,143968,"wesley chapel, florida, usa",39.0
1348,144038,"columbia, missouri, usa",49.0
1349,144241,"vancouver, washington, usa",33.0
1350,144255,"riedstadt, hessen, germany",
1351,144318,"grimes, iowa, usa",
1352,144455,"summerville, south carolina, usa",40.0
1353,144478,"galveston, texas, usa",39.0
1354,144531,"pleasanton, california, usa",37.0
1355,144555,"northbrook, illinois, usa",37.0
1356,144667,"seattle, washington, usa",
1357,144910,"colorado springs, colorado, usa",
1358,145003,"new york, new york, usa",34.0
1359,145109,"barcelona, barcelona, spain",45.0
1360,145449,"virginia beach, virginia, usa",
1361,145619,"middletown, connecticut, usa",36.0
1362,145641,"madison, new jersey, usa",
1363,146057,"bryant, alabama, usa",
1364,146113,"cary, north carolina, usa",
1365,146175,"orlando, florida, usa",27.0
1366,146230,"bourbonnais, ,",49.0
1367,146298,"strasbourg, alsace, france",25.0
1368,146348,"tigard, oregon, usa",
1369,146386,"palmdale, california, usa",14.0
1370,146564,"bardstown, kentucky, usa",43.0
1371,146803,"n/a, n/a, usa",
1372,146932,"miami, florida, usa",30.0
1373,147141,"portland, oregon, usa",21.0
1374,147166,"london, england, united kingdom",38.0
1375,147224,"mechanicsburg, pennsylvania, usa",41.0
1376,147307,"larkspur, colorado, usa",48.0
1377,147451,"herne bay, england, united kingdom",37.0
1378,147678,"austin, texas, usa",36.0
1379,147686,"farmingdale, new york, usa",34.0
1380,147752,"downers grove, illinois, usa",27.0
1381,147839,"mokena, illinois, usa",47.0
1382,147847,"greenville, illinois, usa",
1383,147965,"lake wales, florida, usa",
1384,148199,"toronto, ontario, canada",50.0
1385,148258,"toronto, ontario, canada",
1386,148263,"washington, illinois, usa",34.0
1387,148586,"vancouver, british columbia, canada",
1388,148712,"homer, alaska, usa",
1389,148744,"campbellsport, wisconsin, usa",67.0
1390,148798,"webster, florida, usa",54.0
1391,148898,"holiday, florida, usa",24.0
1392,148966,"barstow, california, usa",35.0
1393,149069,"struthers, ohio, usa",30.0
1394,149071,"nekoosa, wisconsin, usa",49.0
1395,149120,"hillsdale, michigan, usa",
1396,149483,"houston, texas, usa",25.0
1397,149907,"hendersonville, north carolina, usa",42.0
1398,149908,"hull, england, united kingdom",29.0
1399,149934,"chicago, illinois, usa",44.0
1400,150124,"york, nebraska, usa",30.0
1401,150364,"santo domingo, n/a, dominican republic",36.0
1402,150498,"cumberland, maryland, usa",38.0
1403,150561,"bodegraven, zuid-holland, netherlands",33.0
1404,150661,"scottsdale, arizona, usa",36.0
1405,150663,"nightsky, oregon, usa",24.0
1406,150896,"vancouver, washington, usa",30.0
1407,150968,"manchester, new hampshire, usa",47.0
1408,150979,"greencastle, pennsylvania, usa",34.0
1409,151098,"appalachia, virginia, usa",38.0
1410,151139,"la jolla, california,",
1411,151503,"fairbanks, alaska, usa",33.0
1412,151589,"portland, oregon, usa",56.0
1413,151608,"orillia, ontario, canada",
1414,152099,"wickenburg, arizona, usa",14.0
1415,152186,"windsor, ontario, canada",33.0
1416,152309,"chicago, illinois, usa",71.0
1417,152409,"phoenixville, pennsylvania, usa",33.0
1418,152435,"indianapolis, indiana, usa",40.0
1419,152514,"san diego, california, usa",61.0
1420,152645,"chicago, illinois, usa",28.0
1421,152946,"lisbon, lisbon, portugal",25.0
1422,153042,"ann arbor, michigan, usa",35.0
1423,153054,"cambridge, massachusetts, usa",20.0
1424,153174,"saint paul, minnesota, usa",55.0
1425,153211,"toronto, ontario, canada",28.0
1426,153322,"york, ,",33.0
1427,153361,"jacksonville, arkansas, usa",44.0
1428,153513,"little rock, arkansas, usa",31.0
1429,153653,"rapid city, south dakota, usa",50.0
1430,153662,"ft. stewart, georgia, usa",44.0
1431,153718,"round lake, illinois, usa",27.0
1432,153719,"clarendon, texas, usa",49.0
1433,153723,"fresno, california,",31.0
1434,153797,"tulsa, oklahoma, usa",31.0
1435,153950,"dover-foxcroft, maine, usa",
1436,154070,"wellman, iowa, usa",38.0
1437,154345,"white plains, new york, usa",
1438,154469,"trois-rivières ouest, quebec, canada",
1439,154529,"fishers, indiana, usa",37.0
1440,154543,"san francisco, california, usa",29.0
1441,154553,"duluth, minnesota, usa",23.0
1442,154844,"sharon hill, pennsylvania, usa",32.0
1443,154944,"colony, kansas, usa",33.0
1444,154992,"maryland heights, missouri, usa",40.0
1445,155014,"las cruces, new mexico, usa",
1446,155027,"tucson, arizona, usa",39.0
1447,155141,"knoxville, tennessee, usa",31.0
1448,155147,"seattle, washington, usa",60.0
1449,155219,"stamford, connecticut, usa",29.0
1450,155495,"hood river, oregon, usa",26.0
1451,155580,"fairport, new york, usa",61.0
1452,155916,"perth, western australia, australia",27.0
1453,156111,"wakefield, massachusetts, usa",15.0
1454,156150,"howell, new jersey, usa",36.0
1455,156214,"new bern, north carolina, usa",59.0
1456,156269,"chicago, illinois, usa",53.0
1457,156300,"pinon hills, california, usa",49.0
1458,156467,"waltham, massachusetts, usa",38.0
1459,156584,"hobart, tasmania, australia",55.0
1460,157247,"deventer, overijssel, netherlands",48.0
1461,157252,"newburgh, new york, usa",43.0
1462,157273,"dripping springs, texas, usa",37.0
1463,157380,"longview, texas, usa",34.0
1464,157655,"sydney, new south wales, australia",45.0
1465,157799,"heemstede, noord holland, netherlands",42.0
1466,157811,"kissimmee, florida, usa",34.0
1467,158226,"oslo, oslo, norway",26.0
1468,158254,"asheville, north carolina, usa",28.0
1469,158295,"cleveland, ohio, usa",
1470,158361,"kansas city, missouri, usa",44.0
1471,158433,"nahant, massachusetts, usa",
1472,158606,"dunedin, florida, usa",72.0
1473,159033,"taneytown, maryland, usa",46.0
1474,159455,"salmiya, medan hawalli, kuwait",
1475,159506,"portland, oregon, usa",28.0
1476,159732,"watchung, new jersey, usa",47.0
1477,159817,"penticton, british columbia, canada",
1478,159834,"las vegas, nevada, usa",19.0
1479,159858,"atlantic beach, florida, usa",37.0
1480,159868,"cortlandt manor, new york, usa",
1481,160062,"cheektowaga, new york, usa",
1482,160295,"portland, oregon, usa",38.0
1483,160401,"akron, ohio, usa",30.0
1484,160541,"ashford, england, united kingdom",
1485,160558,"hooksett, new hampshire, usa",28.0
1486,160571,"limoges, n/a, france",
1487,160681,"niles, michigan, usa",28.0
1488,160735,"blaine, minnesota, usa",39.0
1489,160819,"miami, florida, usa",43.0
1490,160943,"ottawa, ontario, canada",45.0
1491,161039,"fredericton, new brunswick, canada",30.0
1492,161041,"lisbon, n/a, portugal",24.0
1493,161200,"catonsville, maryland, usa",43.0
1494,161265,"annapolis, maryland, usa",44.0
1495,161870,"steubenville, ohio, usa",
1496,161882,"lasalle, ontario, canada",49.0
1497,161936,"gisborne, victoria, australia",53.0
1498,161974,"center rutland, vermont, usa",25.0
1499,162030,"ny, new york, usa",
1500,162052,"danville, virginia, usa",51.0
1501,162311,"largo, florida, usa",22.0
1502,162376,"lynn, massachusetts, usa",23.0
1503,162564,"marietta, georgia, usa",28.0
1504,162590,"n/a, british columbia, canada",
1505,162639,"kelso, washington, usa",
1506,162738,"waterford, michigan, usa",35.0
1507,163202,"los angeles, california, usa",26.0
1508,163307,"tulsa, oklahoma, usa",24.0
1509,163319,"günzburg, bayern, germany",34.0
1510,163358,"toronto, ontario, canada",21.0
1511,163488,"salem, ohio, usa",24.0
1512,163570,"lincoln, new brunswick, canada",50.0
1513,163759,"abertillery, wales, united kingdom",37.0
1514,163761,"abertillery, wales, united kingdom",37.0
1515,163804,"bonaire, georgia, usa",43.0
1516,163973,"são paulo, são paulo, brazil",46.0
1517,164096,"lisboa, lisboa, portugal",29.0
1518,164323,"delta, british columbia, canada",31.0
1519,164465,"nashville, tennessee, usa",33.0
1520,164533,"sitges, barcelona, spain",46.0
1521,164581,"costa da caparica, ,",30.0
1522,164675,"portland, oregon, usa",55.0
1523,164728,"studio city, california, usa",
1524,164828,"duncanville, alabama, usa",
1525,164905,"tuscaloosa, alabama, usa",29.0
1526,164926,"ann arbor, michigan, usa",25.0
1527,165183,"tulsa, oklahoma,",60.0
1528,165232,"saint albans, west virginia, usa",23.0
1529,165268,"madras, oregon, usa",73.0
1530,165308,"new berlin, wisconsin, usa",33.0
1531,165319,"tucson, arizona, usa",28.0
1532,165345,"rohnert park, california, usa",
1533,165758,"st. catharines, ontario, canada",
1534,165759,"crossville, tennessee, usa",58.0
1535,165806,"cardiff, wales, united kingdom",57.0
1536,165866,"ashville, alabama, usa",27.0
1537,165884,"louisville, kentucky, usa",
1538,166017,"chicago, illinois, usa",38.0
1539,166123,"cortez, colorado, usa",32.0
1540,166409,"richmond, virginia, usa",63.0
1541,166492,"manassas, virginia, usa",19.0
1542,166596,"greenwood, british columbia, canada",57.0
1543,166824,"nova, virginia, usa",
1544,166825,"plainview, minnesota, usa",
1545,166922,"london, england, united kingdom",26.0
1546,167455,"oakdale, california, usa",39.0
1547,167471,"milton, ontario, canada",29.0
1548,167478,"perth, western australia, australia",28.0
1549,167746,"charlestown, massachusetts, usa",32.0
1550,167800,"olive branch, mississippi, usa",57.0
1551,167812,"vancouver, washington, usa",38.0
1552,168047,"oxford, connecticut, usa",28.0
1553,168064,"fredericton, new brunswick, canada",
1554,168144,"oceanside, california, usa",46.0
1555,168216,"calgary, alberta, canada",47.0
1556,168245,"delisle, saskatchewan, canada",37.0
1557,168438,"pulaski, virginia, usa",
1558,168464,"antioch, illinois, usa",11.0
1559,168642,"seattle, washington, usa",24.0
1560,168954,"manhattan, kansas, usa",29.0
1561,168985,"san pedro, california, usa",
1562,169663,"towson, maryland, usa",
1563,169681,"cottage grove, minnesota, usa",41.0
1564,169682,"minneapolis, minnesota, usa",26.0
1565,169699,"vadnais heights, minnesota, usa",40.0
1566,169735,"nisswa, minnesota, usa",
1567,169779,"st. charles, missouri, usa",36.0
1568,170073,"aberdeen, scotland, united kingdom",
1569,170077,"muskegon, michigan, usa",58.0
1570,170184,"melton mowbray, england, united kingdom",51.0
1571,170513,"butler, pennsylvania, usa",
1572,170595,"maiden, north carolina, usa",34.0
1573,170634,"crystal lake, illinois, usa",
1574,170724,"burbank, california, usa",43.0
1575,170742,"o`fallon, missouri, usa",41.0
1576,170762,"lansing, michigan, usa",60.0
1577,170947,"sheldon, iowa, usa",35.0
1578,171031,"meriden, connecticut, usa",58.0
1579,171118,"toronto, ontario, canada",47.0
1580,171295,"silver spring, maryland, usa",27.0
1581,171445,"berkeley, california, usa",37.0
1582,171602,"bainbridge island, washington, usa",37.0
1583,171703,"christchurch, canterbury, new zealand",41.0
1584,171818,"sacramento, california, usa",31.0
1585,171968,"irving, texas, usa",23.0
1586,171970,"elmhurst, illinois, usa",
1587,172030,"rainsville, alabama, usa",30.0
1588,172061,"portland, oregon, usa",25.0
1589,172091,"cherry creek, new york, usa",58.0
1590,172512,"louisville, kentucky, usa",25.0
1591,172676,"long beach, california, usa",29.0
1592,172742,"astoria, oregon, usa",44.0
1593,172760,"san antonio, texas, usa",29.0
1594,173131,"sydney, new south wales, australia",25.0
1595,173291,"greensboro, north carolina, usa",29.0
1596,173415,"chicago, illinois, usa",31.0
1597,173481,"arlington, texas, usa",69.0
1598,173650,"edmonton, alberta, canada",27.0
1599,173679,"regensburg, bavaria, germany",27.0
1600,173684,"chula vista, california, usa",15.0
1601,173835,"manchester, missouri, usa",53.0
1602,174092,"holybourne, england, united kingdom",34.0
1603,174151,"carrollton, georgia, usa",34.0
1604,174216,"hamilton, ohio, usa",36.0
1605,174304,"st. louis, missouri, usa",26.0
1606,174326,"winnipeg, manitoba, canada",38.0
1607,174596,"jackson heights, new york, usa",
1608,174726,"san diego, california, usa",
1609,174791,"long beach, california, usa",38.0
1610,174830,"college station, texas, usa",
1611,174848,"metuchen, new jersey, usa",
1612,174892,"milford, connecticut,",
1613,174914,"perth, western australia, australia",33.0
1614,174916,"sandy, , usa",
1615,175003,"round rock, texas, usa",33.0
1616,175052,"chicago, illinois, usa",57.0
1617,175100,"walled lake, ,",55.0
1618,175636,"san antonio, texas, usa",46.0
1619,176214,"springdale, arkansas, usa",34.0
1620,176486,"alkmaar, n/a, netherlands",35.0
1621,176667,"minot, north dakota, usa",23.0
1622,177040,"cicero, new york, usa",27.0
1623,177072,"moberly, missouri, usa",47.0
1624,177090,"ashland, missouri, usa",37.0
1625,177091,"forest grove, oregon, usa",36.0
1626,177186,"charleston, south carolina, usa",42.0
1627,177233,"austin, texas, usa",23.0
1628,177284,"colorado springs, colorado, usa",30.0
1629,177374,"kingston, washington, usa",
1630,177375,"w.m., pennsylvania, usa",42.0
1631,177432,"wichita, kansas, usa",33.0
1632,177458,"ottawa, ontario, canada",29.0
1633,177590,"green bay, wisconsin, usa",49.0
1634,177690,"nottingham, maryland, usa",27.0
1635,177876,"adrian, michigan, usa",46.0
1636,178130,"auburn, washington, usa",45.0
1637,178199,"amarillo, texas, usa",
1638,178201,"saint louis, ,",
1639,178223,"sioux falls, south dakota, usa",34.0
1640,178522,"somerset, ,",
1641,178667,"freehold, new jersey, usa",34.0
1642,178797,"porto, porto, portugal",29.0
1643,178914,"bradenton, florida, usa",
1644,178920,"san francisco, california, usa",31.0
1645,179019,"little falls, new york,",
1646,179075,"hampton, , usa",82.0
1647,179118,"west lafayette, indiana, usa",28.0
1648,179288,"russell, massachusetts, usa",50.0
1649,179433,"raleigh, north carolina, usa",42.0
1650,179718,"leroy, ,",39.0
1651,179730,"harmony, rhode island, usa",
1652,179733,"greenville, texas, usa",26.0
1653,179734,"greenville, texas, usa",26.0
1654,179739,"aurora, ontario, canada",42.0
1655,179744,"manchester, connecticut, usa",26.0
1656,179772,"high river, alberta, canada",37.0
1657,179791,"sydney, new south wales, australia",22.0
1658,179826,"oldham, england, united kingdom",22.0
1659,179978,"perry, new york, usa",28.0
1660,180032,"brooklyn, new york, usa",
1661,180042,"thornton, ontario, canada",63.0
1662,180348,"fredericksburg, virginia, usa",40.0
1663,180378,"calgary, alberta, canada",38.0
1664,180651,"coventry, england, united kingdom",54.0
1665,180860,"london, ontario, canada",
1666,180957,"adelaide, south australia, australia",
1667,181076,"stony plain, alberta, canada",53.0
1668,181077,"rosebud, alberta, canada",35.0
1669,181165,"hayward, california, usa",39.0
1670,181176,"st. louis, missouri, usa",43.0
1671,181212,"roswell, georgia, usa",32.0
1672,181496,"charlotte, north carolina, usa",3.0
1673,181687,"austin, texas, usa",29.0
1674,181948,"elk grove, california, usa",47.0
1675,182053,"london, ontario, canada",30.0
1676,182085,"ginsheim, hessen, germany",
1677,182086,"ginsheim, hessen, germany",
1678,182101,"lake forest, illinois, usa",
1679,182202,"black hawk, south dakota, usa",20.0
1680,182334,"somerville, massachusetts, usa",31.0
1681,182403,"memphis, tennessee, usa",35.0
1682,182527,"pekin, illinois, usa",62.0
1683,182819,"long beach, california, usa",44.0
1684,182838,"cumberland, maryland, usa",26.0
1685,182847,"snohomish, washington, usa",40.0
1686,182969,"minneapolis, minnesota, usa",36.0
1687,182993,"carneys point, new jersey, usa",40.0
1688,183046,"toronto, ontario, canada",
1689,183061,"manchester, connecticut, usa",30.0
1690,183088,"arlington, virginia, usa",43.0
1691,183101,"kingsport, tennessee, usa",15.0
1692,183142,"west falls, new york, usa",
1693,183187,"williamsport, pennsylvania, usa",48.0
1694,183196,"peoria, illinois, usa",33.0
1695,183532,"sherman, texas, usa",35.0
1696,183958,"pambula, new south wales, australia",57.0
1697,183995,"columbus (grandview heights), ohio, usa",49.0
1698,184279,"san angelo, texas, usa",29.0
1699,184299,"omaha, nebraska, usa",31.0
1700,184365,"portland, oregon, usa",
1701,184401,"olympia, washington, united state",55.0
1702,184424,"dayton, ohio, usa",44.0
1703,184465,"louisville, kentucky, usa",33.0
1704,184513,"navarre, florida, usa",61.0
1705,184532,"des moines, iowa, usa",28.0
1706,184629,"tucson, arizona, usa",
1707,184985,"porto, porto, portugal",28.0
1708,185176,"dayton, ohio, usa",37.0
1709,185233,"winnemucca, nevada, usa",31.0
1710,185384,"st. charles, missouri, usa",
1711,185634,"fridley, minnesota, usa",
1712,185722,"long beach, california, usa",24.0
1713,185771,"alexandria, virginia, usa",39.0
1714,186039,"tehran, tehran, iran",24.0
1715,186527,"richmond, vermont, usa",37.0
1716,186570,"rantoul, illinois, usa",28.0
1717,186807,"powell, ohio, usa",
1718,187065,"red feather lakes, ,",
1719,187145,"grapeview, washington, usa",65.0
1720,187256,"citrus heights, california, usa",
1721,187410,"kansas city, n/a, usa",100.0
1722,187517,"brooklyn, new york, usa",28.0
1723,187574,"metuchen, new jersey, usa",
1724,187613,"olympia, washington, usa",19.0
1725,187624,"mountlake terrace, washington, usa",34.0
1726,187762,"rapid city, south dakota, usa",24.0
1727,187763,"nyack, new york, usa",33.0
1728,187822,"el dorado hills, california, usa",37.0
1729,187863,"greenwood, south carolina, usa",33.0
1730,187904,"pegram, tennessee, usa",35.0
1731,188010,"edmonton, alberta, canada",
1732,188022,"harlowton, montana, usa",
1733,188027,"saint francis, minnesota, usa",44.0
1734,188171,"st. louis, missouri, usa",
1735,188273,"hawthorne, new jersey, usa",22.0
1736,188369,"hong kong, n/a, hong kong",25.0
1737,188659,"orange, connecticut, usa",61.0
1738,188796,"toronto, ontario, canada",
1739,188951,"valdosta, georgia, usa",24.0
1740,189080,"hoxie, arkansas, usa",28.0
1741,189115,"st. louis, missouri, usa",28.0
1742,189139,"lake country, british columbia, canada",40.0
1743,189334,"ottawa, ontario, canada",49.0
1744,189392,"madison, wisconsin, usa",26.0
1745,189516,"colorado springs, colorado, usa",37.0
1746,189558,"catlettsburg, kentucky, usa",55.0
1747,189835,"honolulu, hawaii, usa",
1748,189973,"pittsburgh, pennsylvania, usa",
1749,190185,"mesa, ,",
1750,190298,"westminster, maryland, usa",
1751,190708,"ramona, california, usa",43.0
1752,190741,"corpus christi, texas, usa",52.0
1753,190831,"calgary, alberta, canada",
1754,190844,"forest grove, oregon, usa",
1755,190885,"philadelphia, pennsylvania, usa",38.0
1756,190923,"burlington, vermont, usa",45.0
1757,190925,"hobe sound, florida, usa",51.0
1758,191014,"chicago, illinois, usa",
1759,191560,"falls church, virginia, usa",59.0
1760,191575,"st.catharines, ontario, canada",30.0
1761,191716,"tatamagouche, nova scotia, canada",49.0
1762,191865,"roswell, georgia, usa",3.0
1763,191883,"mount airy, north carolina, usa",27.0
1764,192093,"lake worth, florida, usa",46.0
1765,192119,"occoquan, virginia, usa",39.0
1766,192211,"grove city, ohio, usa",45.0
1767,192428,"leeds, alabama, usa",34.0
1768,192462,"lacey, washington, usa",
1769,192710,"ponte vedra, florida, usa",53.0
1770,193131,"dublin, n/a, ireland",28.0
1771,193248,"saratoga springs, new york, usa",32.0
1772,193458,"toronto, ontario, canada",40.0
1773,193499,"deland, florida, usa",41.0
1774,193529,"florissant, missouri, usa",51.0
1775,193533,"la crescenta, california, usa",50.0
1776,193560,"coalville, england, united kingdom",37.0
1777,193676,"waterford, new york, usa",27.0
1778,193778,"dallas, georgia, usa",
1779,193898,"paradise, pennsylvania, usa",
1780,194172,"mountain park, georgia,",54.0
1781,194287,"new waverly, texas, usa",23.0
1782,194600,"toronto, ontario, canada",51.0
1783,194605,"stroudsburg, pennsylvania, usa",41.0
1784,194614,"littleton, colorado, usa",33.0
1785,194669,"savannah, georgia, usa",46.0
1786,194676,"jonesboro, arkansas, usa",
1787,195374,"navarre, florida, usa",51.0
1788,195455,"southern, south dakota, usa",
1789,195469,"congers, new york, usa",39.0
1790,195694,"tucson, arizona, usa",29.0
1791,195904,"ruby, south carolina, usa",36.0
1792,196018,"joliet, illinois, usa",27.0
1793,196047,"macomb, michigan, usa",55.0
1794,196053,"pittsburgh, pennsylvania, usa",35.0
1795,196077,"disputanta, virginia, usa",28.0
1796,196108,"seattle, washington, usa",34.0
1797,196146,"silsden, keighley, england, united kingdom",38.0
1798,196148,"aylmer, québec, canada",26.0
1799,196160,"auburn, alabama, usa",22.0
1800,196282,"ozark, alabama, usa",25.0
1801,196466,"king of prussia, pennsylvania, usa",30.0
1802,196502,"decatur, georgia, usa",38.0
1803,196738,"snellville, georgia, usa",39.0
1804,197206,"virginia beach, virginia, usa",
1805,197364,"cumming, georgia, usa",30.0
1806,197502,"thornton, colorado, usa",26.0
1807,197659,"indiana, pennsylvania, usa",49.0
1808,197687,"plymouth, indiana, usa",
1809,198011,"asbury, new jersey, usa",
1810,198012,"baltimore, maryland, usa",34.0
1811,198046,"milwaukee, wisconsin, usa",51.0
1812,198726,"brooklyn park, minnesota, usa",46.0
1813,198930,"mesquite, texas, usa",21.0
1814,199025,"charleston, south carolina, usa",
1815,199041,"pleasanton, california, usa",
1816,199092,"rotterdam, zuid-holland, netherlands",50.0
1817,199209,"napa, california, usa",32.0
1818,199416,"houma, louisiana,",65.0
1819,199515,"la cienega, new mexico, usa",44.0
1820,199772,"vista, california, usa",
1821,200226,"burlington, ontario, canada",39.0
1822,200248,"jasper, indiana, usa",21.0
1823,200422,"plainfield, illinois, usa",29.0
1824,200674,"pittsburg, missouri, usa",58.0
1825,201017,"palmetto bay, florida, usa",36.0
1826,201042,"birmingham, alabama, usa",34.0
1827,201058,"e-ville, california, usa",
1828,201290,"seixal, setúbal, portugal",35.0
1829,201353,"st. thomas, ontario, canada",19.0
1830,201447,"springfield, virginia, usa",40.0
1831,201526,"vancouver, british columbia, canada",25.0
1832,201641,"ottawa, ontario, canada",19.0
1833,201674,"sellersville, pennsylvania, usa",28.0
1834,201677,"hawthorne, new jersey, usa",29.0
1835,201684,"austin, texas, usa",24.0
1836,201763,"simi valley, california, usa",23.0
1837,201768,"fredericton, new brunswick, canada",47.0
1838,201776,"saint john, new brunswick, canada",22.0
1839,201783,"white haven, pennsylvania, usa",25.0
1840,201969,"vancouver, british columbia, canada",
1841,202277,"kennesaw, georgia, usa",54.0
1842,202358,"setúbal, setúbal, portugal",52.0
1843,202381,"iowa city, iowa, usa",53.0
1844,202462,"arlington, texas, usa",32.0
1845,202963,"carrboro, north carolina, usa",32.0
1846,203017,"minneapolis, minnesota, usa",32.0
1847,203044,"bloomington, indiana, usa",40.0
1848,203075,"huntington beach, california, usa",23.0
1849,203240,"st. louis, missouri, usa",32.0
1850,203280,"melbourne, victoria, australia",28.0
1851,203401,"livermore, california, usa",
1852,203603,"manila, metro manila, philippines",37.0
1853,203764,"petersburg, virginia, usa",48.0
1854,203799,"menasha, wisconsin, usa",54.0
1855,203910,"manila, makati, phillipines",16.0
1856,204167,"watervliet, new york, usa",30.0
1857,204359,"brooklyn, new york,",40.0
1858,204457,"hawthorne, new jersey, usa",55.0
1859,204591,"toronto, ontario, canada",30.0
1860,204813,"jersey city, new jersey, usa",
1861,204864,"simi valley, california, usa",47.0
1862,204909,"salt lake city, utah, usa",
1863,204964,"chicopee, massachusetts, usa",24.0
1864,205281,"tonawanda, new york, usa",37.0
1865,205383,"hucknall, nottinghamshire, united kingdom",36.0
1866,205473,"ottawa, ontario, canada",32.0
1867,205487,"waltham, massachusetts, usa",36.0
1868,205735,"mosinee, wisconsin, usa",26.0
1869,205919,"fort worth, texas, usa",25.0
1870,205943,"boston, massachusetts, usa",43.0
1871,205980,"west chester, pennsylvania, usa",
1872,206016,"burnaby, british columbia, canada",25.0
1873,206074,"new britain, connecticut, usa",16.0
1874,206202,"arlington heights, illinois, usa",16.0
1875,206219,"oliva de plasencia, cáceres, spain",19.0
1876,206249,"douglasville, georgia, usa",20.0
1877,206305,"lancaster, ohio, usa",
1878,206423,"columbia, maryland, usa",
1879,206438,"katy, texas, usa",24.0
1880,206534,"evanston, illinois, usa",
1881,206563,"pomfret center, connecticut, usa",45.0
1882,206567,"new orleans, louisiana, usa",33.0
1883,206944,"camarillo, california, usa",26.0
1884,206959,"niceville, florida, usa",32.0
1885,207148,"san diego, california, usa",42.0
1886,207246,"owensboro, kentucky, usa",28.0
1887,207259,"florence, oregon, usa",38.0
1888,207339,"wells, maine, usa",43.0
1889,207341,"ottawa, ontario, canada",58.0
1890,207349,"seadrift, texas, usa",25.0
1891,207494,"huntsville, alabama, usa",42.0
1892,207499,"las cruces, new mexico, usa",
1893,207616,"choctaw, oklahoma,",53.0
1894,207782,"midland, texas, usa",28.0
1895,207825,"fairbanks, alaska, usa",52.0
1896,207835,"houston, ,",57.0
1897,208019,"tomball, texas, usa",
1898,208095,"hollywood, florida, usa",
1899,208141,"jefferson, wisconsin, usa",46.0
1900,208147,"federal way, washington, usa",41.0
1901,208406,"kansas city, missouri, usa",30.0
1902,208410,"stevenage, england, united kingdom",23.0
1903,208555,"oakland, new jersey, usa",12.0
1904,208568,"fontana, california, usa",
1905,208668,"umatilla, oregon, usa",59.0
1906,208671,"simi valley, california, usa",
1907,208829,"fredericton, new brunswick, canada",
1908,208897,"awattukkee foothills, arizona, usa",
1909,209160,"ottawa, ontario, canada",32.0
1910,209174,"toronto, ontario, canada",
1911,209220,"virginia beach, virginia, united states",52.0
1912,209229,"fairfax, ,",35.0
1913,209373,"mountain view, california, usa",37.0
1914,209464,"st-sauveur, quebec, canada",17.0
1915,209486,"storm lake, iowa, usa",24.0
1916,209516,"felixstowe, suffolk, united kingdom",57.0
1917,209563,"indianapolis, indiana, usa",48.0
1918,209631,"halifax, nova scotia, canada",23.0
1919,209756,"sacramento, california, usa",36.0
1920,209817,"pittsburgh, pennsylvania, usa",27.0
1921,209875,"crescent city, california, usa",43.0
1922,210035,"cumberland, maryland, usa",24.0
1923,210168,"los angeles, california, usa",26.0
1924,210317,"atlanta, georgia, usa",
1925,210485,"carmichael, california, usa",35.0
1926,210587,"harper woods, michigan, usa",
1927,210597,"lake winnebago, missouri, usa",38.0
1928,210685,"medford, oregon, usa",25.0
1929,210717,"wantagh, new york, usa",42.0
1930,210738,"stamford, new york, usa",
1931,210822,"new orleans, louisiana, usa",36.0
1932,210959,"cliffwood, new jersey, usa",30.0
1933,211344,"vienna, virginia, usa",32.0
1934,211351,"maysville, north carolina, usa",42.0
1935,211426,"pueblo, colorado, usa",24.0
1936,211430,"toronto, ontario, canada",28.0
1937,211919,"jacksonville, florida, usa",38.0
1938,212088,"dresden, sachsen, germany",33.0
1939,212142,"warrenton, virginia, usa",37.0
1940,212275,"sandpoint, idaho, usa",9.0
1941,212328,"killeen, texas, usa",34.0
1942,212467,"weimar, texas, usa",62.0
1943,212797,"cedar rapids, iowa, usa",39.0
